id	name	description	weapon_category_id	level	price	damage	damage_die_count	damage_die_type	damage_type	range	critical	capacity	usage	bulk	special	source	source_page
1193	Foam grenade I	<p>A foam grenade explodes on impact to release a burst of fire-suppressant foam akin to that from a fire extinguisher. This foam reduces the damage from the burning condition or from the corrode critical hit effect taken by creatures within the area by the listed amount each round; this ends the burning condition or corrode effect if it reduces the amount of damage to 0. This also ends any active fires within the affected area.</p>	52	3	410	null	null	null	null	20	null	Drawn	1	L	Explode (extinguish, 10 ft.)	ARM	39
1194	Solar flare grenade I (Hybrid)	<p>Crafted using strange metals ejected by the sun and infused with magic from the Plane of Fire, solar flare grenades unleash the power of a star. When a solar flare grenade explodes, it sends out a lash of plasma. Creatures within the grenade’s area take the listed electricity and fire damage; each creature that succeeds at a Reflex save takes half damage. In addition, a solar flare grenade also sends out an electromagnetic pulse following the plasma wave. Within the same area, all technological objects that use charges, technological objects that do not use charges but are powered by electricity, and constructs with the technological subtype must each attempt a Fortitude saving throw. If a technological object with charges fails the save, it loses a number of charges equal to the grenade’s mark. If a technological object that is powered by electrical means other than charge fails the save, its functions are suppressed for a number of rounds according to the grenade’s type (see below). If a construct with the technological subtype fails the save, it is staggered for a number of rounds according to the grenade’s type (see below); such a construct can attempt an additional Fortitude save at the end of each round to shrug off the effect. <ul><li><strong>Solar Flare Grenade I:</strong> 1 round.</li> <li><strong>Solar Flare Grenade II:</strong> 1 round.</li> <li><strong>Solar Flare Grenade III:</strong> 2 rounds.</li> <li><strong>Solar Flare Grenade IV:</strong> 2 rounds.</li> <li><strong>Solar Flare Grenade V:</strong> 3 rounds.</li></ul></p>	52	3	280	null	null	null	null	20	null	Drawn	1	L	Explode (1d10 E & F, 20 ft.; see text)	DF02	39
1195	Summoning grenade, mk 1 (Hybrid)	<p>The explosion a summoning grenade generates is a realitywarping field that summons creatures as if you had cast a summon creature spell (Alien Archive 144) of a spell level and caster level according to the grenade’s type. The creatures to be summoned are set when the grenade is created, so you know what you’re getting when you buy, presupposing a scrupulous vendor. When the grenade detonates, the summoned creatures appear immediately in unoccupied spaces, but a creature needs to have only 1 square of its space inside the blast radius. If a creature doesn’t have enough room to appear, it doesn’t. Summoned creatures treat you as their summoner.<br/> Summoning grenades come in the following types. <ul> <li><strong>Mk 1 (Level 3):</strong> 1st-level summon creature; caster level 3rd</li> <li><strong>Mk 2 (Level 6):</strong> 2nd-level summon creature; caster level 6th</li> <li><strong>Mk 3 (Level 9):</strong> 3rd-level summon creature; caster level 9th</li> <li><strong>Mk 4 (Level 12):</strong> 4th-level summon creature; caster level 12th</li> <li><strong>Mk 5 (Level 15):</strong> 5th-level summon creature; caster level 15th</li> <li><strong>Mk 6 (Level 18):</strong> 6th-level summon creature; caster level 18th</li> </ul></p>	52	3	250	null	null	null	null	20	null	Drawn	1	L	Explode (10 ft.; see text)	ARM	126
1196	Web grenade I	<p>Developed using samples of haans’ biological webbing, a web grenade explodes to cover the area in sticky strands of hightensile fibers, making the affected area difficult terrain. </p>	52	3	490	null	null	null	null	20	null	Drawn	1	L	Explode (mire 1d4 rounds, 10 ft.)	ARM	40
1197	Drain Grenade (Hybrid)	<p>When a drain grenade explodes, each creature in a 10-foot-radius burst must succeed at a Reflex saving throw or all batteries in its possession lose 2d4 charges.</p>	52	4	700	null	null	null	null	20	null	Drawn	1	L	Explode (10ft.; see text)	AT03	58
1198	Frag grenade II	<p>A fragmentary, or frag, grenade explodes in a cloud of shrapnel.</p>	52	4	700	null	null	null	null	20	null	Drawn	1	L	Explode (2d6 P, 15 ft.)	CRB	184
1199	Holo grenade, mk 2 (Hybrid)	<p>Commonly used as novelties, holo grenades can create all sorts of illusions in a harmless but surprising and often amusing way. A holo version of the wonder grenade (creating only an appearance of the listed effects) is popular among fey and children. However, holo grenades have less innocent uses as well—criminals and infiltrators use holo grenades as distractions.<br/> A holo grenade creates a preprogrammed illusion no larger than the blast radius. The illusion functions as if you had cast holographic image with a level, caster level, and duration according to the grenade’s type. <ul> <li><strong>Mk 1 (Level 1):</strong> 1st-level holographic image; caster level 3rd; duration 2 rounds</li> <li><strong>Mk 2 (Level 4):</strong> 2nd-level holographic image; caster level 6th; duration 5 rounds</li> <li><strong>Mk 3 (Level 7):</strong> 3rd-level holographic image; caster level 9th; duration 10 rounds</li> </ul></p>	52	4	300	null	null	null	null	20	null	Drawn	1	L	Explode (15 ft.; see text)	ARM	126
1200	Pheromone grenade, mk 1 (Hybrid)	<p>Though scientists understand little about how a vracinea’s paralyzing scent affects the brain, weapon designers across the galaxy have been inspired by its effects and have replicated them with custom hybrid grenades. When it bursts, a pheromone grenade deals no damage, instead dispersing a powerful cocktail of supercharged pheromones and magically modified mind-altering chemicals in the listed blast radius. Each creature in the radius that inhales the pheromones (which bypass even active environmental protections from a suit of armor) must attempt a Will saving throw. A creature that fails its save is fascinated for a number of rounds equal to the grenade’s mark number as they gaze in wonder at sparkling trails that only they can see. A creature that succeeds at its save is immune to the effects of pheromone grenades for 24 hours. This is a mind-affecting effect.</p>	52	4	325	null	null	null	null	20	null	Drawn	1	L	Explode (10 ft.; see text)	AA3	131
1201	Screamer grenade I	<p>When detonated, a screamer grenade releases a piercing shriek of sonic energy</p>	52	4	725	null	null	null	null	20	null	Drawn	1	L	Explode (1d10 So, deafened 1d4 minutes, 15 ft.)	CRB	184
1202	Shock grenade II	<p>A shock grenade releases a pulse of electrical energy on impact.</p>	52	4	650	null	null	null	null	20	null	Drawn	1	L	Explode (1d12 E, 15 ft.)	CRB	184
1203	Stickybomb grenade II	<p>A stickybomb grenade detonates with a splash of adhesive resin.</p>	52	4	675	null	null	null	null	20	null	Drawn	1	L	Explode (entangled 2d4 rounds, 15 ft.)	CRB	184
1204	Taserweb Grenade	<p>A taserweb grenade is a 4th-level grenade ranged weapon with an explode radius of 10 feet. Creatures caught in its radius must succeed at a Reflex save (DC = 10 + half the weapon’s item level + your Dexterity bonus) or get caught in the filaments. The electric discharge of the filaments causes a creature that fails the save to become staggered for 1 round. The electric charge dissipates quickly, leaving the area covered in sticky strands of high-tensile fibers, making the affected area difficult terrain for 1d4 rounds as though the grenade also has the mire weapon special property (Starfinder Armory 29). Each grenade has light bulk and costs 720 credits.</p>	52	4	720	null	null	null	null	20	null	Drawn	1	L	Explode (10 ft.; see text)	SFS1	24
1205	Holy water grenade II	<p>Produced by priests of good-aligned deities, holy water grenades explode with a spray of consecrated water that harms undead creatures and evil outsiders while leaving other creatures and objects merely damp. This typically isn’t enough water to damage computers or other electronic or technological items.</p>	52	5	940	null	null	null	null	20	null	Drawn	1	L	Explode (4d6 B, holy water, 20 ft.)	ARM	39
1206	Necro grenade I	<p>These grenades are crafted to resemble leering, pygmy-sized skulls. When a necro grenade detonates, it expels a shroud of chemical coolants from its exposed eyes and mouth. This freezing gas is laced with minor traces of negative energy, draining the living and healing undead caught in the area of effect.</p>	52	5	870	null	null	null	null	20	null	Drawn	1	L	Explode (1d8 C, necrotic, 10 ft.)	DS03	48
1207	Pulse grenade I	<p>A pulse grenade emits a powerful EMP blast on impact whose damage and effects apply only to constructs with the technological subtype. Constructs reduced to 0 HP by a pulse grenade are not destroyed but simply nonfunctional until restored to 1 or more Hit Points. The EMP wave from a pulse grenade is not intense enough to affect augmentations, weapons, armor, or other technological gear</p>	52	5	950	null	null	null	null	20	null	Drawn	1	L	Explode (1d10 E, entangled 1 round, 20 ft.)	ARM	39
1208	Riot grenade II	<p>Riot grenades are standard issue among police forces, as they deal nonlethal damage and slow the movements of creatures affected by the blast. </p>	52	5	810	null	null	null	null	20	null	Drawn	1	L	Explode (staggered, 15 ft.)	ARM	39
1209	Cryo grenade I	<p>Cryo grenades release a blast of supercooled chemicals on impact, which immediately coalesce into freezing particles.</p>	52	6	1220	null	null	null	null	20	null	Drawn	1	L	Explode (1d8 C, staggered, 10 ft.)	CRB	183
1210	Darkwater Grenade (Hybrid)	<p>A darkwater grenade contains compressed, altered water molecules like a diaspora wyrm produces. The grenade has a 20-foot range increment and a capacity of drawn, and its explode special property produces a 10-foot-radius spread of light-absorbing mist, obscuring most sight and providing total concealment. This grenade works underwater and in a vacuum. A creature that has darkvision treats the field within 5 feet as if it provides only concealment. Magical light from a source of a higher level or CR than the grenade’s negates the effect if the two interact. The mist lingers for 10 minutes, but a light wind or current disperses it in 1 minute, a moderate in 4 rounds, and strong in 1 round.</p>	52	6	1400	null	null	null	null	20	null	Drawn	1	L	Explode (10 ft.; see text)	AA3	17
1211	Decoupler grenade II	<p>Although tripods can use other grenades, they are infamous for the decoupler grenades they produce internally. Other creatures in the galaxy, such as the weapon-dealing drow of Apostae, have replicated this horrid tech. A decoupler grenade produces a dense cloud of dark nanites. This cloud provides concealment and corrodes creatures and materials within it. Each creature that starts its turn in the cloud must succeed at a Fortitude saving throw (DC = 10 + half the grenade’s item level) or be subject to the corrode critical hit effect. A creature that inhales the nanites takes a –4 penalty to this saving throw.</p>	52	6	700	null	null	null	null	20	null	Drawn	1	L	Explode (10 ft., nanite cloud 1 minute, corrode 1d4)	AA3	119
1212	Diminisher grenade, mk 2 (Hybrid)	<p>When a diminisher grenade explodes, it twists space-time enough to accelerate the duration of magic and other effects in the blast radius. Any existing effect that has a duration measured in rounds has its remaining duration reduced by 2d4 rounds. If this reduction drops the remaining duration to 0 or less, the effect ends.<br/> A diminisher grenade affects only items and spells of the indicated level or lower or, for other effects, only those created by creatures with a CR or level equal to or lower than that listed. <ul> <li><strong>Mk 1 (Level 3):</strong> Item level or CR 3; spell level 1st</li> <li><strong>Mk 2 (Level 6):</strong> Item level or CR 6; spell level 2nd</li> <li><strong>Mk 3 (Level 9):</strong> Item level or CR 9; spell level 3rd</li> <li><strong>Mk 4 (Level 12):</strong> Item level or CR 12; spell level 4th</li> <li><strong>Mk 5 (Level 15):</strong> Item level or CR 15; spell level 5th</li> <li><strong>Mk 6 (Level 18):</strong> Item level or CR 18; spell level 6th</li> </ul></p>	52	6	675	null	null	null	null	20	null	Drawn	1	L	Explode (15 ft.; see text)	ARM	126
1213	Flash grenade II	<p>When detonated, a flash grenade releases a pulse of intense radiance.</p>	52	6	1350	null	null	null	null	20	null	Drawn	1	L	Explode (blinded 1d4 rounds, 10 ft.)	CRB	184
1214	Incendiary grenade II	<p>Incendiary grenades detonate in a spray of superheated plasma. </p>	52	6	1040	null	null	null	null	20	null	Drawn	1	L	Explode (2d6 F, 1d6 burn, 10 ft.)	CRB	184
1215	Microbot grenade, mk 1 (Hybrid)	<p>When a microbot grenade detonates, the blast radius fills with microbots like those created by the microbot assault spell. The microbots consider only creatures in the blast radius to be the thrower’s enemies, and they do not discriminate between the thrower’s allies and enemies. The microbots last for 3 rounds. More advanced grenades create more dangerous microbots. The first time a creature leaves the area of the microbot cloud during a round, that creature takes an amount of magical piercing damage according to the grenade’s type. <ul> <li><strong>Mk 1 (Level 6):</strong> 1d6</li> <li><strong>Mk 2 (Level 9):</strong> 2d6</li> <li><strong>Mk 3 (Level 12):</strong> 3d6</li> <li><strong>Mk 4 (Level 15):</strong> 3d10</li> <li><strong>Mk 5 (Level 18):</strong> 4d12</li> </ul></p>	52	6	1400	null	null	null	null	20	null	Drawn	1	L	Explode (5 ft.; see text)	ARM	126
1216	Solar flare grenade II (Hybrid)	<p>Crafted using strange metals ejected by the sun and infused with magic from the Plane of Fire, solar flare grenades unleash the power of a star. When a solar flare grenade explodes, it sends out a lash of plasma. Creatures within the grenade’s area take the listed electricity and fire damage; each creature that succeeds at a Reflex save takes half damage. In addition, a solar flare grenade also sends out an electromagnetic pulse following the plasma wave. Within the same area, all technological objects that use charges, technological objects that do not use charges but are powered by electricity, and constructs with the technological subtype must each attempt a Fortitude saving throw. If a technological object with charges fails the save, it loses a number of charges equal to the grenade’s mark. If a technological object that is powered by electrical means other than charge fails the save, its functions are suppressed for a number of rounds according to the grenade’s type (see below). If a construct with the technological subtype fails the save, it is staggered for a number of rounds according to the grenade’s type (see below); such a construct can attempt an additional Fortitude save at the end of each round to shrug off the effect. <ul><li><strong>Solar Flare Grenade I:</strong> 1 round.</li> <li><strong>Solar Flare Grenade II:</strong> 1 round.</li> <li><strong>Solar Flare Grenade III:</strong> 2 rounds.</li> <li><strong>Solar Flare Grenade IV:</strong> 2 rounds.</li> <li><strong>Solar Flare Grenade V:</strong> 3 rounds.</li></ul></p>	52	6	725	null	null	null	null	20	null	Drawn	1	L	Explode (2d10 E & F, 20 ft.; see text)	DF02	39
1217	Summoning grenade, mk 2 (Hybrid)	<p>The explosion a summoning grenade generates is a realitywarping field that summons creatures as if you had cast a summon creature spell (Alien Archive 144) of a spell level and caster level according to the grenade’s type. The creatures to be summoned are set when the grenade is created, so you know what you’re getting when you buy, presupposing a scrupulous vendor. When the grenade detonates, the summoned creatures appear immediately in unoccupied spaces, but a creature needs to have only 1 square of its space inside the blast radius. If a creature doesn’t have enough room to appear, it doesn’t. Summoned creatures treat you as their summoner.<br/> Summoning grenades come in the following types. <ul> <li><strong>Mk 1 (Level 3):</strong> 1st-level summon creature; caster level 3rd</li> <li><strong>Mk 2 (Level 6):</strong> 2nd-level summon creature; caster level 6th</li> <li><strong>Mk 3 (Level 9):</strong> 3rd-level summon creature; caster level 9th</li> <li><strong>Mk 4 (Level 12):</strong> 4th-level summon creature; caster level 12th</li> <li><strong>Mk 5 (Level 15):</strong> 5th-level summon creature; caster level 15th</li> <li><strong>Mk 6 (Level 18):</strong> 6th-level summon creature; caster level 18th</li> </ul></p>	52	6	650	null	null	null	null	20	null	Drawn	1	L	Explode (10 ft.; see text)	ARM	126
1218	Holo grenade, mk 3 (Hybrid)	<p>Commonly used as novelties, holo grenades can create all sorts of illusions in a harmless but surprising and often amusing way. A holo version of the wonder grenade (creating only an appearance of the listed effects) is popular among fey and children. However, holo grenades have less innocent uses as well—criminals and infiltrators use holo grenades as distractions.<br/> A holo grenade creates a preprogrammed illusion no larger than the blast radius. The illusion functions as if you had cast holographic image with a level, caster level, and duration according to the grenade’s type. <ul> <li><strong>Mk 1 (Level 1):</strong> 1st-level holographic image; caster level 3rd; duration 2 rounds</li> <li><strong>Mk 2 (Level 4):</strong> 2nd-level holographic image; caster level 6th; duration 5 rounds</li> <li><strong>Mk 3 (Level 7):</strong> 3rd-level holographic image; caster level 9th; duration 10 rounds</li> </ul></p>	52	7	900	null	null	null	null	20	null	Drawn	1	L	Explode (20 ft.; see text)	ARM	126
1219	Riot grenade III	<p>Riot grenades are standard issue among police forces, as they deal nonlethal damage and slow the movements of creatures affected by the blast. </p>	52	7	1640	null	null	null	null	20	null	Drawn	1	L	Explode (1d8 S, nonlethal, staggered, 15 ft.)	ARM	39
1220	Disruption grenade	<p>Disruption grenades work in a way similar to the rifles and pistols. Temporal disruption grenades, on the other hand, slow down the rate of subatomic movement, halting those affected by it for a short period of time but not otherwise damaging those within the blast.<br/> The radius of a disruption grenade’s explosion is reduced to 10 feet if it used on any plane other than the Material Plane. If used in the Drift, those caught in the blast radius can roll their saving throws twice and take the better result when attempting to halve the amount of damage taken or negate any secondary effects.</p>	52	8	1600	null	null	null	null	20	null	Drawn	1	L	Explode (2d10 So, staggered, 20 ft.)	DS05	39
1221	Frag grenade III	<p>A fragmentary, or frag, grenade explodes in a cloud of shrapnel.</p>	52	8	2560	null	null	null	null	20	null	Drawn	1	L	Explode (4d6 P, 15 ft.)	CRB	184
1222	Incendiary grenade III	<p>Incendiary grenades detonate in a spray of superheated plasma. </p>	52	8	2800	null	null	null	null	20	null	Drawn	1	L	Explode (3d6 F, 1d6 burn, 10 ft.)	CRB	184
1223	Pheromone grenade, mk 2 (Hybrid)	<p>Though scientists understand little about how a vracinea’s paralyzing scent affects the brain, weapon designers across the galaxy have been inspired by its effects and have replicated them with custom hybrid grenades. When it bursts, a pheromone grenade deals no damage, instead dispersing a powerful cocktail of supercharged pheromones and magically modified mind-altering chemicals in the listed blast radius. Each creature in the radius that inhales the pheromones (which bypass even active environmental protections from a suit of armor) must attempt a Will saving throw. A creature that fails its save is fascinated for a number of rounds equal to the grenade’s mark number as they gaze in wonder at sparkling trails that only they can see. A creature that succeeds at its save is immune to the effects of pheromone grenades for 24 hours. This is a mind-affecting effect.</p>	52	8	1400	null	null	null	null	20	null	Drawn	1	L	Explode (15 ft.; see text)	AA3	131
1224	Screamer grenade II	<p>When detonated, a screamer grenade releases a piercing shriek of sonic energy</p>	52	8	2720	null	null	null	null	20	null	Drawn	1	L	Explode (2d10 So, deafened 1d4 minutes, 20 ft.)	CRB	184
1225	Diminisher grenade, mk 3 (Hybrid)	<p>When a diminisher grenade explodes, it twists space-time enough to accelerate the duration of magic and other effects in the blast radius. Any existing effect that has a duration measured in rounds has its remaining duration reduced by 2d4 rounds. If this reduction drops the remaining duration to 0 or less, the effect ends.<br/> A diminisher grenade affects only items and spells of the indicated level or lower or, for other effects, only those created by creatures with a CR or level equal to or lower than that listed. <ul> <li><strong>Mk 1 (Level 3):</strong> Item level or CR 3; spell level 1st</li> <li><strong>Mk 2 (Level 6):</strong> Item level or CR 6; spell level 2nd</li> <li><strong>Mk 3 (Level 9):</strong> Item level or CR 9; spell level 3rd</li> <li><strong>Mk 4 (Level 12):</strong> Item level or CR 12; spell level 4th</li> <li><strong>Mk 5 (Level 15):</strong> Item level or CR 15; spell level 5th</li> <li><strong>Mk 6 (Level 18):</strong> Item level or CR 18; spell level 6th</li> </ul></p>	52	9	2100	null	null	null	null	20	null	Drawn	1	L	Explode (20 ft.; see text)	ARM	126
1226	Foam grenade II	<p>A foam grenade explodes on impact to release a burst of fire-suppressant foam akin to that from a fire extinguisher. This foam reduces the damage from the burning condition or from the corrode critical hit effect taken by creatures within the area by the listed amount each round; this ends the burning condition or corrode effect if it reduces the amount of damage to 0. This also ends any active fires within the affected area.</p>	52	9	3520	null	null	null	null	20	null	Drawn	1	L	Explode (extinguish, 20 ft.)	ARM	39
1227	Junkbot grenade (Hybrid)	<p>When you use a junkbot grenade, you set it to either handy or healing, then throw it into a pile of inert technological equipment of at least 1 bulk. When the grenade lands, it spreads magical nanites over the blast radius. Over the course of the next round, the nanites convert the junk into a handy junkbot or healing junkbot, as those spells except as detailed here. Either spell has a caster level of 9th. You must command the junkbot verbally. The junkbot created from this effect lasts for 1 minute.</p>	52	9	2250	null	null	null	null	20	null	Drawn	1	L	Explode (10 ft.; see text)	ARM	126
1228	Microbot grenade, mk 2 (Hybrid)	<p>When a microbot grenade detonates, the blast radius fills with microbots like those created by the microbot assault spell. The microbots consider only creatures in the blast radius to be the thrower’s enemies, and they do not discriminate between the thrower’s allies and enemies. The microbots last for 3 rounds. More advanced grenades create more dangerous microbots. The first time a creature leaves the area of the microbot cloud during a round, that creature takes an amount of magical piercing damage according to the grenade’s type. <ul> <li><strong>Mk 1 (Level 6):</strong> 1d6</li> <li><strong>Mk 2 (Level 9):</strong> 2d6</li> <li><strong>Mk 3 (Level 12):</strong> 3d6</li> <li><strong>Mk 4 (Level 15):</strong> 3d10</li> <li><strong>Mk 5 (Level 18):</strong> 4d12</li> </ul></p>	52	9	4200	null	null	null	null	20	null	Drawn	1	L	Explode (5 ft.; see text)	ARM	126
1229	Necro grenade II	<p>These grenades are crafted to resemble leering, pygmy-sized skulls. When a necro grenade detonates, it expels a shroud of chemical coolants from its exposed eyes and mouth. This freezing gas is laced with minor traces of negative energy, draining the living and healing undead caught in the area of effect.</p>	52	9	3900	null	null	null	null	20	null	Drawn	1	L	Explode (2d8 C, necrotic, 15 ft.)	DS03	48
1230	Pulse grenade II	<p>A pulse grenade emits a powerful EMP blast on impact whose damage and effects apply only to constructs with the technological subtype. Constructs reduced to 0 HP by a pulse grenade are not destroyed but simply nonfunctional until restored to 1 or more Hit Points. The EMP wave from a pulse grenade is not intense enough to affect augmentations, weapons, armor, or other technological gear</p>	52	9	4350	null	null	null	null	20	null	Drawn	1	L	Explode (3d10 E, entangled 1d4 rounds, 20 ft.)	ARM	39
1231	Solar flare grenade III (Hybrid)	<p>Crafted using strange metals ejected by the sun and infused with magic from the Plane of Fire, solar flare grenades unleash the power of a star. When a solar flare grenade explodes, it sends out a lash of plasma. Creatures within the grenade’s area take the listed electricity and fire damage; each creature that succeeds at a Reflex save takes half damage. In addition, a solar flare grenade also sends out an electromagnetic pulse following the plasma wave. Within the same area, all technological objects that use charges, technological objects that do not use charges but are powered by electricity, and constructs with the technological subtype must each attempt a Fortitude saving throw. If a technological object with charges fails the save, it loses a number of charges equal to the grenade’s mark. If a technological object that is powered by electrical means other than charge fails the save, its functions are suppressed for a number of rounds according to the grenade’s type (see below). If a construct with the technological subtype fails the save, it is staggered for a number of rounds according to the grenade’s type (see below); such a construct can attempt an additional Fortitude save at the end of each round to shrug off the effect. <ul><li><strong>Solar Flare Grenade I:</strong> 1 round.</li> <li><strong>Solar Flare Grenade II:</strong> 1 round.</li> <li><strong>Solar Flare Grenade III:</strong> 2 rounds.</li> <li><strong>Solar Flare Grenade IV:</strong> 2 rounds.</li> <li><strong>Solar Flare Grenade V:</strong> 3 rounds.</li></ul></p>	52	9	2450	null	null	null	null	20	null	Drawn	1	L	Explode (3d10 E & F, 20 ft.; see text)	DF02	39
1232	Summoning grenade, mk 3 (Hybrid)	<p>The explosion a summoning grenade generates is a realitywarping field that summons creatures as if you had cast a summon creature spell (Alien Archive 144) of a spell level and caster level according to the grenade’s type. The creatures to be summoned are set when the grenade is created, so you know what you’re getting when you buy, presupposing a scrupulous vendor. When the grenade detonates, the summoned creatures appear immediately in unoccupied spaces, but a creature needs to have only 1 square of its space inside the blast radius. If a creature doesn’t have enough room to appear, it doesn’t. Summoned creatures treat you as their summoner.<br/> Summoning grenades come in the following types. <ul> <li><strong>Mk 1 (Level 3):</strong> 1st-level summon creature; caster level 3rd</li> <li><strong>Mk 2 (Level 6):</strong> 2nd-level summon creature; caster level 6th</li> <li><strong>Mk 3 (Level 9):</strong> 3rd-level summon creature; caster level 9th</li> <li><strong>Mk 4 (Level 12):</strong> 4th-level summon creature; caster level 12th</li> <li><strong>Mk 5 (Level 15):</strong> 5th-level summon creature; caster level 15th</li> <li><strong>Mk 6 (Level 18):</strong> 6th-level summon creature; caster level 18th</li> </ul></p>	52	9	2000	null	null	null	null	20	null	Drawn	1	L	Explode (15 ft.; see text)	ARM	126
1233	Web grenade II	<p>Developed using samples of haans’ biological webbing, a web grenade explodes to cover the area in sticky strands of hightensile fibers, making the affected area difficult terrain. </p>	52	9	3950	null	null	null	null	20	null	Drawn	1	L	Explode (mire 2d4 rounds, 10 ft.)	ARM	40
1234	Cryo grenade II	<p>Cryo grenades release a blast of supercooled chemicals on impact, which immediately coalesce into freezing particles.</p>	52	10	5000	null	null	null	null	20	null	Drawn	1	L	Explode (2d8 C, staggered, 15 ft.)	CRB	183
1235	Decoupler grenade III	<p>Although tripods can use other grenades, they are infamous for the decoupler grenades they produce internally. Other creatures in the galaxy, such as the weapon-dealing drow of Apostae, have replicated this horrid tech. A decoupler grenade produces a dense cloud of dark nanites. This cloud provides concealment and corrodes creatures and materials within it. Each creature that starts its turn in the cloud must succeed at a Fortitude saving throw (DC = 10 + half the grenade’s item level) or be subject to the corrode critical hit effect. A creature that inhales the nanites takes a –4 penalty to this saving throw.</p>	52	10	3000	null	null	null	null	20	null	Drawn	1	L	Explode (10 ft., nanite cloud 1 minute, corrode 2d4)	AA3	119
1236	Frag grenade IV	<p>A fragmentary, or frag, grenade explodes in a cloud of shrapnel.</p>	52	10	5750	null	null	null	null	20	null	Drawn	1	L	Explode (6d6 P, 15 ft.)	CRB	184
1237	Shock grenade III	<p>A shock grenade releases a pulse of electrical energy on impact.</p>	52	10	5380	null	null	null	null	20	null	Drawn	1	L	Explode (3d12 E, 15 ft.)	CRB	184
1238	Stickybomb grenade III	<p>A stickybomb grenade detonates with a splash of adhesive resin.</p>	52	10	5410	null	null	null	null	20	null	Drawn	1	L	Explode (entangled 2d4 rounds, 20 ft.)	CRB	184
1239	Temporal disruption grenade	<p>Disruption grenades work in a way similar to the rifles and pistols. Temporal disruption grenades, on the other hand, slow down the rate of subatomic movement, halting those affected by it for a short period of time but not otherwise damaging those within the blast.<br/> The radius of a disruption grenade’s explosion is reduced to 10 feet if it used on any plane other than the Material Plane. If used in the Drift, those caught in the blast radius can roll their saving throws twice and take the better result when attempting to halve the amount of damage taken or negate any secondary effects.</p>	52	10	2900	null	null	null	null	20	null	Drawn	1	L	Explode (stunned 1 round [Fortitude negates], 20 ft.)	DS05	39
