id	name	type	description	level	price	system	source	source_page
248	Technopathy node	Magitech	<p>A small metallic node etched with arcane symbols implanted in your voice box allows you to silently vocalize messages to constructs with the technological subtype or to nearby computers designed to receive messages. As a standard action, you can send a short message in a language you know to up to three target creatures or computers you are observing within 100 feet and potentially receive a short reply, per telepathic message. Alternatively, as a standard action, you can send a short message in a language you know to a single target computer you are observing within 100 feet and have that computer display that message, allowing anyone observing that computer to read it without leaving any trace of the message’s origin.</p>	1	220	Throat	ARM	93
249	Thorgothrel armature	Cybernetics	<p>These sophisticated silvery rods replace key bones in your spine or other internal biological supports. The armature resonates with any force field armor upgrade you have installed in your armor, allowing you to spend 1 Resolve Point as a move action to double the force field’s fast healing for 1 round.</p>	11	25000	Spinal Column	AA3	115
250	Threshold buffer, mk 1	Cybernetics	<p><table> <tr><th>MODEL</th><th>RESOLVE POINTS</th></tr> <tr><td>Mk 1</td><td>1</td></tr> <tr><td>Mk 2</td><td>2</td></tr> <tr><td>Mk 3</td><td>3</td></tr> </table> This system monitors your vitals, injecting a burst of synthetic adrenaline into your bloodstream when your body is on the brink of death. You gain a number of additional Resolve Points (depending on the model of your threshold buffer) that you can use or lose only when you are dying or stable, such as to avoid death, to stabilize, or to stay in the fight (Core Rulebook 250). These additional Resolve Points don’t count for the purpose of calculating how many Resolve Points you must spend to stabilize, and any unspent additional Resolve Points are lost the next time you take an 8-hour rest to regain your normal Resolve Points.</p>	4	2080	Heart	ARM	89
251	Threshold buffer, mk 2	Cybernetics	<p><table> <tr><th>MODEL</th><th>RESOLVE POINTS</th></tr> <tr><td>Mk 1</td><td>1</td></tr> <tr><td>Mk 2</td><td>2</td></tr> <tr><td>Mk 3</td><td>3</td></tr> </table> This system monitors your vitals, injecting a burst of synthetic adrenaline into your bloodstream when your body is on the brink of death. You gain a number of additional Resolve Points (depending on the model of your threshold buffer) that you can use or lose only when you are dying or stable, such as to avoid death, to stabilize, or to stay in the fight (Core Rulebook 250). These additional Resolve Points don’t count for the purpose of calculating how many Resolve Points you must spend to stabilize, and any unspent additional Resolve Points are lost the next time you take an 8-hour rest to regain your normal Resolve Points.</p>	9	13500	Heart	ARM	89
252	Threshold buffer, mk 3	Cybernetics	<p><table> <tr><th>MODEL</th><th>RESOLVE POINTS</th></tr> <tr><td>Mk 1</td><td>1</td></tr> <tr><td>Mk 2</td><td>2</td></tr> <tr><td>Mk 3</td><td>3</td></tr> </table> This system monitors your vitals, injecting a burst of synthetic adrenaline into your bloodstream when your body is on the brink of death. You gain a number of additional Resolve Points (depending on the model of your threshold buffer) that you can use or lose only when you are dying or stable, such as to avoid death, to stabilize, or to stay in the fight (Core Rulebook 250). These additional Resolve Points don’t count for the purpose of calculating how many Resolve Points you must spend to stabilize, and any unspent additional Resolve Points are lost the next time you take an 8-hour rest to regain your normal Resolve Points.</p>	15	110000	Heart	ARM	89
253	Tympanal Cluster	Biotech	<p>A tympanal cluster consists of multiple small membranes of various sizes that can detect a wide range of sounds. They give you a +2 circumstance bonus to hearing-based Perception checks.</p>	4	2150	Ears	CRB	212
254	Ultralight wings, angel	Biotech	<p><table> <tr><th>MODEL</th><th>FLY SPEED</th></tr> <tr><td>Strix</td><td>40 ft.</td></tr> <tr><td>Angel</td><td>60 ft.</td></tr> <tr><td>Dragon</td><td>90 ft.</td></tr> </table> A set of wings that can fold up tightly is attached to your shoulder blades. You can deploy or fold up the wings as a move action. When deployed, the wings provide you with an extraordinary fly speed with clumsy maneuverability according to the model of ultralight wings you have. You can’t deploy your ultralight wings unless your shoulders are bare or you are wearing custom clothing, and you can’t use your wings to fly if you are encumbered, overburdened, or wearing more than light armor. Ultralight wings integrate into your natural shoulders and can be installed into prosthetic arms.</p>	11	28600	All arms	ARM	87
255	Ultralight wings, dragon	Biotech	<p><table> <tr><th>MODEL</th><th>FLY SPEED</th></tr> <tr><td>Strix</td><td>40 ft.</td></tr> <tr><td>Angel</td><td>60 ft.</td></tr> <tr><td>Dragon</td><td>90 ft.</td></tr> </table> A set of wings that can fold up tightly is attached to your shoulder blades. You can deploy or fold up the wings as a move action. When deployed, the wings provide you with an extraordinary fly speed with clumsy maneuverability according to the model of ultralight wings you have. You can’t deploy your ultralight wings unless your shoulders are bare or you are wearing custom clothing, and you can’t use your wings to fly if you are encumbered, overburdened, or wearing more than light armor. Ultralight wings integrate into your natural shoulders and can be installed into prosthetic arms.</p>	14	80300	All arms	ARM	87
256	Ultralight wings, strix	Biotech	<p><table> <tr><th>MODEL</th><th>FLY SPEED</th></tr> <tr><td>Strix</td><td>40 ft.</td></tr> <tr><td>Angel</td><td>60 ft.</td></tr> <tr><td>Dragon</td><td>90 ft.</td></tr> </table> A set of wings that can fold up tightly is attached to your shoulder blades. You can deploy or fold up the wings as a move action. When deployed, the wings provide you with an extraordinary fly speed with clumsy maneuverability according to the model of ultralight wings you have. You can’t deploy your ultralight wings unless your shoulders are bare or you are wearing custom clothing, and you can’t use your wings to fly if you are encumbered, overburdened, or wearing more than light armor. Ultralight wings integrate into your natural shoulders and can be installed into prosthetic arms.</p>	7	6400	All arms	ARM	87
257	Undead Adrenal Gland, Mk 1	Necrograft	<p>An undead adrenal gland supplements your own adrenal gland or similar organ. It floods your body with necrotic energy that counteracts many of the failings of living flesh. Once per day, you can activate an undead adrenal gland as a move action. This grants you immunity to death effects, energy drain, exhaustion, fatigue, paralysis, sleep, and stunning for a number of minutes equal to the necrograft’s mark, though this doesn’t suppress any of these effects if they are currently active.</p>	1	200	Endocrine	ARM	97
258	Undead Adrenal Gland, Mk 2	Necrograft	<p>An undead adrenal gland supplements your own adrenal gland or similar organ. It floods your body with necrotic energy that counteracts many of the failings of living flesh. Once per day, you can activate an undead adrenal gland as a move action. This grants you immunity to death effects, energy drain, exhaustion, fatigue, paralysis, sleep, and stunning for a number of minutes equal to the necrograft’s mark, though this doesn’t suppress any of these effects if they are currently active.</p>	6	4000	Endocrine	ARM	97
259	Undead Adrenal Gland, Mk 3	Necrograft	<p>An undead adrenal gland supplements your own adrenal gland or similar organ. It floods your body with necrotic energy that counteracts many of the failings of living flesh. Once per day, you can activate an undead adrenal gland as a move action. This grants you immunity to death effects, energy drain, exhaustion, fatigue, paralysis, sleep, and stunning for a number of minutes equal to the necrograft’s mark, though this doesn’t suppress any of these effects if they are currently active.</p>	12	30000	Endocrine	ARM	97
260	Undead Adrenal Gland, Mk 4	Necrograft	<p>An undead adrenal gland supplements your own adrenal gland or similar organ. It floods your body with necrotic energy that counteracts many of the failings of living flesh. Once per day, you can activate an undead adrenal gland as a move action. This grants you immunity to death effects, energy drain, exhaustion, fatigue, paralysis, sleep, and stunning for a number of minutes equal to the necrograft’s mark, though this doesn’t suppress any of these effects if they are currently active.</p>	18	350000	Endocrine	ARM	97
261	Undead Adrenal Gland, Mk 5	Necrograft	<p>An undead adrenal gland supplements your own adrenal gland or similar organ. It floods your body with necrotic energy that counteracts many of the failings of living flesh. Once per day, you can activate an undead adrenal gland as a move action. This grants you immunity to death effects, energy drain, exhaustion, fatigue, paralysis, sleep, and stunning for a number of minutes equal to the necrograft’s mark, though this doesn’t suppress any of these effects if they are currently active.</p>	20	775000	Endocrine	ARM	97
262	Vampire Voice, Mk 1	Necrograft	<p>A vampire voice necrograft attaches to the recipient’s vocal cords, granting a supernaturally threatening tone. While most recipients of vampire voices are convinced their necrografts came from vampire spawn, creators of these undead augmentations never promise any such lofty origins.<br/>A vampire voice grants an enhancement bonus to Intimidate checks equal to the necrograft’s mark. The recipient of a vampire voice can also use Intimidate to bully a foe without sharing a language. If the attempt is successful, a single simple request can be conveyed along with the bullying (such as “go away” or “don’t hurt him”), though specific or complex requests can’t be made without sharing a language. Once a creature has been the target of a bullying attempt by a recipient with a vampire voice, it can’t be targeted by this ability from the same recipient again for 24 hours.</p>	1	200	Throat	DS03	43
263	Vampire Voice, Mk 2	Necrograft	<p>A vampire voice necrograft attaches to the recipient’s vocal cords, granting a supernaturally threatening tone. While most recipients of vampire voices are convinced their necrografts came from vampire spawn, creators of these undead augmentations never promise any such lofty origins.<br/>A vampire voice grants an enhancement bonus to Intimidate checks equal to the necrograft’s mark. The recipient of a vampire voice can also use Intimidate to bully a foe without sharing a language. If the attempt is successful, a single simple request can be conveyed along with the bullying (such as “go away” or “don’t hurt him”), though specific or complex requests can’t be made without sharing a language. Once a creature has been the target of a bullying attempt by a recipient with a vampire voice, it can’t be targeted by this ability from the same recipient again for 24 hours.</p>	6	4000	Throat	DS03	43
264	Vampire Voice, Mk 3	Necrograft	<p>A vampire voice necrograft attaches to the recipient’s vocal cords, granting a supernaturally threatening tone. While most recipients of vampire voices are convinced their necrografts came from vampire spawn, creators of these undead augmentations never promise any such lofty origins.<br/>A vampire voice grants an enhancement bonus to Intimidate checks equal to the necrograft’s mark. The recipient of a vampire voice can also use Intimidate to bully a foe without sharing a language. If the attempt is successful, a single simple request can be conveyed along with the bullying (such as “go away” or “don’t hurt him”), though specific or complex requests can’t be made without sharing a language. Once a creature has been the target of a bullying attempt by a recipient with a vampire voice, it can’t be targeted by this ability from the same recipient again for 24 hours.</p>	12	30000	Throat	DS03	43
265	Vampire Voice, Mk 4	Necrograft	<p>A vampire voice necrograft attaches to the recipient’s vocal cords, granting a supernaturally threatening tone. While most recipients of vampire voices are convinced their necrografts came from vampire spawn, creators of these undead augmentations never promise any such lofty origins.<br/>A vampire voice grants an enhancement bonus to Intimidate checks equal to the necrograft’s mark. The recipient of a vampire voice can also use Intimidate to bully a foe without sharing a language. If the attempt is successful, a single simple request can be conveyed along with the bullying (such as “go away” or “don’t hurt him”), though specific or complex requests can’t be made without sharing a language. Once a creature has been the target of a bullying attempt by a recipient with a vampire voice, it can’t be targeted by this ability from the same recipient again for 24 hours.</p>	18	350000	Throat	DS03	43
266	Vampire Voice, Mk 5	Necrograft	<p>A vampire voice necrograft attaches to the recipient’s vocal cords, granting a supernaturally threatening tone. While most recipients of vampire voices are convinced their necrografts came from vampire spawn, creators of these undead augmentations never promise any such lofty origins.<br/>A vampire voice grants an enhancement bonus to Intimidate checks equal to the necrograft’s mark. The recipient of a vampire voice can also use Intimidate to bully a foe without sharing a language. If the attempt is successful, a single simple request can be conveyed along with the bullying (such as “go away” or “don’t hurt him”), though specific or complex requests can’t be made without sharing a language. Once a creature has been the target of a bullying attempt by a recipient with a vampire voice, it can’t be targeted by this ability from the same recipient again for 24 hours.</p>	20	775000	Throat	DS03	43
267	Velstrac shackle, acolyte	Magitech	<p>A spiked gauntlet made of dark composite and inward pointing spikes, a velstrac shackle fits over one forearm and has filaments like muscle fibers that snake up to the shoulder, connecting to dark barbs that protrude from your skin. The shackle feeds on your tissue, requiring you to eat and drink half again more than usual to sustain it, and it must be attached to flesh. Further, no matter how many arms you have, you can have only one velstrac shackle.<br/> As if drawing a weapon, you can cause the shackle to extend a shadow chain (Starfinder Armory 11–12) of the same model name as the shackle. The shadow chain within the velstrac shackle is magical. It can also be upgraded with weapon fusions like a normal weapon of the velstrac shackle’s level.<br/> Within the shackle, the chain is hidden from casual observation, although someone who searches you can discern the chain’s presence inside the shackle by succeeding at a Perception check (DC = 10 + 1-1/2 × the item’s level + your key ability modifier). While you wear the shackle, you are proficient with the shadow chain within, and you cannot be disarmed of or drop the weapon. You can withdraw the chain into the shackle as a swift action or part of a full action. In addition, if the weapon takes damage, you can allocate any healing you receive to it, provided that healing restores your Hit Points.<br/> When your character level is within 2 levels of the next more powerful velstrac shackle, you can upgrade the item to its next level. To do so, you must acquire magical components, including rare minerals from the Shadow Plane, worth the price of the more powerful shackle minus 25% of the value of your current shackle. You then use the components in a 1-hour ritual to upgrade the shackle to the new, higher level. You must also pay to upgrade any weapon fusions you wish to keep on the shadow chain as if transferring each of those fusions to a new higher-level weapon.<br/> Upgrading a velstrac shackle via shadow magic is rumored to be a way to awaken mortal-made shackles to a true connection with velstracs. This awakening can make a shackle that was once safe a source of shadow corruption. Whispers about this dark possibility suggest virtuous users who magically upgrade a shackle are more at risk than those who already have bloodthirsty or wicked tendencies.</p>	8	9100	Arm	SS2	53
268	Velstrac shackle, devotional	Magitech	<p>A spiked gauntlet made of dark composite and inward pointing spikes, a velstrac shackle fits over one forearm and has filaments like muscle fibers that snake up to the shoulder, connecting to dark barbs that protrude from your skin. The shackle feeds on your tissue, requiring you to eat and drink half again more than usual to sustain it, and it must be attached to flesh. Further, no matter how many arms you have, you can have only one velstrac shackle.<br/> As if drawing a weapon, you can cause the shackle to extend a shadow chain (Starfinder Armory 11–12) of the same model name as the shackle. The shadow chain within the velstrac shackle is magical. It can also be upgraded with weapon fusions like a normal weapon of the velstrac shackle’s level.<br/> Within the shackle, the chain is hidden from casual observation, although someone who searches you can discern the chain’s presence inside the shackle by succeeding at a Perception check (DC = 10 + 1-1/2 × the item’s level + your key ability modifier). While you wear the shackle, you are proficient with the shadow chain within, and you cannot be disarmed of or drop the weapon. You can withdraw the chain into the shackle as a swift action or part of a full action. In addition, if the weapon takes damage, you can allocate any healing you receive to it, provided that healing restores your Hit Points.<br/> When your character level is within 2 levels of the next more powerful velstrac shackle, you can upgrade the item to its next level. To do so, you must acquire magical components, including rare minerals from the Shadow Plane, worth the price of the more powerful shackle minus 25% of the value of your current shackle. You then use the components in a 1-hour ritual to upgrade the shackle to the new, higher level. You must also pay to upgrade any weapon fusions you wish to keep on the shadow chain as if transferring each of those fusions to a new higher-level weapon.<br/> Upgrading a velstrac shackle via shadow magic is rumored to be a way to awaken mortal-made shackles to a true connection with velstracs. This awakening can make a shackle that was once safe a source of shadow corruption. Whispers about this dark possibility suggest virtuous users who magically upgrade a shackle are more at risk than those who already have bloodthirsty or wicked tendencies.</p>	19	431000	Arm	SS2	53
269	Velstrac shackle, ecclesiastic	Magitech	<p>A spiked gauntlet made of dark composite and inward pointing spikes, a velstrac shackle fits over one forearm and has filaments like muscle fibers that snake up to the shoulder, connecting to dark barbs that protrude from your skin. The shackle feeds on your tissue, requiring you to eat and drink half again more than usual to sustain it, and it must be attached to flesh. Further, no matter how many arms you have, you can have only one velstrac shackle.<br/> As if drawing a weapon, you can cause the shackle to extend a shadow chain (Starfinder Armory 11–12) of the same model name as the shackle. The shadow chain within the velstrac shackle is magical. It can also be upgraded with weapon fusions like a normal weapon of the velstrac shackle’s level.<br/> Within the shackle, the chain is hidden from casual observation, although someone who searches you can discern the chain’s presence inside the shackle by succeeding at a Perception check (DC = 10 + 1-1/2 × the item’s level + your key ability modifier). While you wear the shackle, you are proficient with the shadow chain within, and you cannot be disarmed of or drop the weapon. You can withdraw the chain into the shackle as a swift action or part of a full action. In addition, if the weapon takes damage, you can allocate any healing you receive to it, provided that healing restores your Hit Points.<br/> When your character level is within 2 levels of the next more powerful velstrac shackle, you can upgrade the item to its next level. To do so, you must acquire magical components, including rare minerals from the Shadow Plane, worth the price of the more powerful shackle minus 25% of the value of your current shackle. You then use the components in a 1-hour ritual to upgrade the shackle to the new, higher level. You must also pay to upgrade any weapon fusions you wish to keep on the shadow chain as if transferring each of those fusions to a new higher-level weapon.<br/> Upgrading a velstrac shackle via shadow magic is rumored to be a way to awaken mortal-made shackles to a true connection with velstracs. This awakening can make a shackle that was once safe a source of shadow corruption. Whispers about this dark possibility suggest virtuous users who magically upgrade a shackle are more at risk than those who already have bloodthirsty or wicked tendencies.</p>	15	102000	Arm	SS2	53
270	Velstrac shackle, follower	Magitech	<p>A spiked gauntlet made of dark composite and inward pointing spikes, a velstrac shackle fits over one forearm and has filaments like muscle fibers that snake up to the shoulder, connecting to dark barbs that protrude from your skin. The shackle feeds on your tissue, requiring you to eat and drink half again more than usual to sustain it, and it must be attached to flesh. Further, no matter how many arms you have, you can have only one velstrac shackle.<br/> As if drawing a weapon, you can cause the shackle to extend a shadow chain (Starfinder Armory 11–12) of the same model name as the shackle. The shadow chain within the velstrac shackle is magical. It can also be upgraded with weapon fusions like a normal weapon of the velstrac shackle’s level.<br/> Within the shackle, the chain is hidden from casual observation, although someone who searches you can discern the chain’s presence inside the shackle by succeeding at a Perception check (DC = 10 + 1-1/2 × the item’s level + your key ability modifier). While you wear the shackle, you are proficient with the shadow chain within, and you cannot be disarmed of or drop the weapon. You can withdraw the chain into the shackle as a swift action or part of a full action. In addition, if the weapon takes damage, you can allocate any healing you receive to it, provided that healing restores your Hit Points.<br/> When your character level is within 2 levels of the next more powerful velstrac shackle, you can upgrade the item to its next level. To do so, you must acquire magical components, including rare minerals from the Shadow Plane, worth the price of the more powerful shackle minus 25% of the value of your current shackle. You then use the components in a 1-hour ritual to upgrade the shackle to the new, higher level. You must also pay to upgrade any weapon fusions you wish to keep on the shadow chain as if transferring each of those fusions to a new higher-level weapon.<br/> Upgrading a velstrac shackle via shadow magic is rumored to be a way to awaken mortal-made shackles to a true connection with velstracs. This awakening can make a shackle that was once safe a source of shadow corruption. Whispers about this dark possibility suggest virtuous users who magically upgrade a shackle are more at risk than those who already have bloodthirsty or wicked tendencies.</p>	3	1200	Arm	SS2	53
271	Velstrac shackle, penitent	Magitech	<p>A spiked gauntlet made of dark composite and inward pointing spikes, a velstrac shackle fits over one forearm and has filaments like muscle fibers that snake up to the shoulder, connecting to dark barbs that protrude from your skin. The shackle feeds on your tissue, requiring you to eat and drink half again more than usual to sustain it, and it must be attached to flesh. Further, no matter how many arms you have, you can have only one velstrac shackle.<br/> As if drawing a weapon, you can cause the shackle to extend a shadow chain (Starfinder Armory 11–12) of the same model name as the shackle. The shadow chain within the velstrac shackle is magical. It can also be upgraded with weapon fusions like a normal weapon of the velstrac shackle’s level.<br/> Within the shackle, the chain is hidden from casual observation, although someone who searches you can discern the chain’s presence inside the shackle by succeeding at a Perception check (DC = 10 + 1-1/2 × the item’s level + your key ability modifier). While you wear the shackle, you are proficient with the shadow chain within, and you cannot be disarmed of or drop the weapon. You can withdraw the chain into the shackle as a swift action or part of a full action. In addition, if the weapon takes damage, you can allocate any healing you receive to it, provided that healing restores your Hit Points.<br/> When your character level is within 2 levels of the next more powerful velstrac shackle, you can upgrade the item to its next level. To do so, you must acquire magical components, including rare minerals from the Shadow Plane, worth the price of the more powerful shackle minus 25% of the value of your current shackle. You then use the components in a 1-hour ritual to upgrade the shackle to the new, higher level. You must also pay to upgrade any weapon fusions you wish to keep on the shadow chain as if transferring each of those fusions to a new higher-level weapon.<br/> Upgrading a velstrac shackle via shadow magic is rumored to be a way to awaken mortal-made shackles to a true connection with velstracs. This awakening can make a shackle that was once safe a source of shadow corruption. Whispers about this dark possibility suggest virtuous users who magically upgrade a shackle are more at risk than those who already have bloodthirsty or wicked tendencies.</p>	11	25000	Arm	SS2	53
272	Venom Spur	Biotech	<p>You implant a retractable stinger and venom sac into your hand. You can extend this stinger as a swift action but only while you aren’t holding anything in that hand. Attacks with your stinger deal 1d6 piercing damage and automatically inject venom into the target. An affected creature can attempt a Fortitude saving throw (DC = 10 + half your level + your Constitution modifier) to resist the effects of your venom. On a failed save, the creature takes 2d6 damage immediately and must attempt a new Fortitude saving throw at the start of its turn each round to end the effect. Each time it fails this save, it takes an additional 2d6 damage. Effects such as remove affliction and antitoxin affect this venom as though it were a poison.<br/>Once used, the venom sac doesn’t refill until the next time you rest to regain Stamina Points. While it’s empty, you can still attack with the stinger but can’t envenomate your target.</p>	2	625	Hand	CRB	212
273	Vocal Modulator	Cybernetics	<p>A vocal modulator includes a series of miniature actuators built specifically to reshape your voice box, along with miniature hyper-resonant chambers that dynamically close or open. This allows you to change the pitch, timbre, and tone of your voice. You can more easily imitate accents or pronounce alien languages. When using Disguise to change your appearance, you gain a +2 circumstance bonus if the change in your voice also helps your disguise (at the GM’s discretion).</p>	1	125	Throat	CRB	211
274	Voice Amplifier	Cybernetics	<p>A voice amplifier greatly increases the volume of your voice. You can switch a voice amplifier on or off as a swift action. When activated, a voice amplifier grants a +2 circumstance bonus to Intimidate checks and lowers the DCs of other creatures’ Perception checks to hear you speaking by 5.</p>	1	125	Throat	AA1	11
275	Weaponized prosthesis, mk 1	Cybernetics	<p><table> <tr><th>MODEL</th><th>SLOTS</th></tr> <tr><td>Mk 1</td><td>1</td></tr> <tr><td>Mk 2</td><td>2</td></tr> </table> This prosthesis functions as a standard prosthetic arm (Core Rulebook 210) but is lighter and hollowed in places to accommodate one weapon with the integrated weapon special property (see page 29). A mk 1 weaponized prosthesis can accommodate one integrated weapon that takes up no more than one armor slot, whereas a mk 2 model can accommodate one integrated weapon that takes up no more than two armor slots.</p>	4	2120	Arm and hand	ARM	89
276	Weaponized prosthesis, mk 1	Cybernetics	<p><table> <tr><th>MODEL</th><th>SLOTS</th></tr> <tr><td>Mk 1</td><td>1</td></tr> <tr><td>Mk 2</td><td>2</td></tr> </table> This prosthesis functions as a standard prosthetic arm (Core Rulebook 210) but is lighter and hollowed in places to accommodate one weapon with the integrated weapon special property (see page 29). A mk 1 weaponized prosthesis can accommodate one integrated weapon that takes up no more than one armor slot, whereas a mk 2 model can accommodate one integrated weapon that takes up no more than two armor slots.</p>	4	2120	Arm and hand	ARM	89
277	Weaponized prosthesis, mk 2	Cybernetics	<p><table> <tr><th>MODEL</th><th>SLOTS</th></tr> <tr><td>Mk 1</td><td>1</td></tr> <tr><td>Mk 2</td><td>2</td></tr> </table> This prosthesis functions as a standard prosthetic arm (Core Rulebook 210) but is lighter and hollowed in places to accommodate one weapon with the integrated weapon special property (see page 29). A mk 1 weaponized prosthesis can accommodate one integrated weapon that takes up no more than one armor slot, whereas a mk 2 model can accommodate one integrated weapon that takes up no more than two armor slots.</p>	8	9250	Arm and hand	ARM	89
278	Weaponized prosthesis, mk 2	Cybernetics	<p><table> <tr><th>MODEL</th><th>SLOTS</th></tr> <tr><td>Mk 1</td><td>1</td></tr> <tr><td>Mk 2</td><td>2</td></tr> </table> This prosthesis functions as a standard prosthetic arm (Core Rulebook 210) but is lighter and hollowed in places to accommodate one weapon with the integrated weapon special property (see page 29). A mk 1 weaponized prosthesis can accommodate one integrated weapon that takes up no more than one armor slot, whereas a mk 2 model can accommodate one integrated weapon that takes up no more than two armor slots.</p>	8	9250	Arm and hand	ARM	89
279	Whispering Gyrus, Mk 1	Necrograft	<p>A whispering gyrus is a wisp of errant thought from an allip grafted directly into your brain or comparable organ. The frenetic whispers of the gyrus permeate your thoughts, giving you a –2 penalty to Wisdom-based skills and ability checks. A number of times per day equal to the necrograft’s mark, you can instead heed the whispers as a reaction when attempting an Intelligence-, Wisdom-, or Charisma-based skill check to negate the penalty from the gyrus and gain a +5 insight bonus to the check. In addition, the gyrus provides an enhancement bonus equal to its mark on saves against fear effects, language-dependent effects, and effects that cause confusion or sleep.</p>	1	200	Brain	ARM	97
280	Whispering Gyrus, Mk 2	Necrograft	<p>A whispering gyrus is a wisp of errant thought from an allip grafted directly into your brain or comparable organ. The frenetic whispers of the gyrus permeate your thoughts, giving you a –2 penalty to Wisdom-based skills and ability checks. A number of times per day equal to the necrograft’s mark, you can instead heed the whispers as a reaction when attempting an Intelligence-, Wisdom-, or Charisma-based skill check to negate the penalty from the gyrus and gain a +5 insight bonus to the check. In addition, the gyrus provides an enhancement bonus equal to its mark on saves against fear effects, language-dependent effects, and effects that cause confusion or sleep.</p>	6	4000	Brain	ARM	97
281	Whispering Gyrus, Mk 3	Necrograft	<p>A whispering gyrus is a wisp of errant thought from an allip grafted directly into your brain or comparable organ. The frenetic whispers of the gyrus permeate your thoughts, giving you a –2 penalty to Wisdom-based skills and ability checks. A number of times per day equal to the necrograft’s mark, you can instead heed the whispers as a reaction when attempting an Intelligence-, Wisdom-, or Charisma-based skill check to negate the penalty from the gyrus and gain a +5 insight bonus to the check. In addition, the gyrus provides an enhancement bonus equal to its mark on saves against fear effects, language-dependent effects, and effects that cause confusion or sleep.</p>	12	30000	Brain	ARM	97
282	Whispering Gyrus, Mk 4	Necrograft	<p>A whispering gyrus is a wisp of errant thought from an allip grafted directly into your brain or comparable organ. The frenetic whispers of the gyrus permeate your thoughts, giving you a –2 penalty to Wisdom-based skills and ability checks. A number of times per day equal to the necrograft’s mark, you can instead heed the whispers as a reaction when attempting an Intelligence-, Wisdom-, or Charisma-based skill check to negate the penalty from the gyrus and gain a +5 insight bonus to the check. In addition, the gyrus provides an enhancement bonus equal to its mark on saves against fear effects, language-dependent effects, and effects that cause confusion or sleep.</p>	18	350000	Brain	ARM	97
283	Whispering Gyrus, Mk 5	Necrograft	<p>A whispering gyrus is a wisp of errant thought from an allip grafted directly into your brain or comparable organ. The frenetic whispers of the gyrus permeate your thoughts, giving you a –2 penalty to Wisdom-based skills and ability checks. A number of times per day equal to the necrograft’s mark, you can instead heed the whispers as a reaction when attempting an Intelligence-, Wisdom-, or Charisma-based skill check to negate the penalty from the gyrus and gain a +5 insight bonus to the check. In addition, the gyrus provides an enhancement bonus equal to its mark on saves against fear effects, language-dependent effects, and effects that cause confusion or sleep.</p>	20	775000	Brain	ARM	97
284	Wide-Spectrum Ocular Implant	Cybernetics	<p>These cybernetic spheres replace your eyes entirely. You gain low-light vision, as well as the ability to see infrared and ultraviolet light. These enhancements grant you a +2 bonus to vision-based Perception checks and allow you to notice some things people who can see only the red-violet light spectrum can’t, including the lasers from darkvision capacitors (see page 209). This doesn’t grant you darkvision, but in darkness you can see significant sources of heat due to your infrared vision.</p>	5	2825	Eyes	CRB	211
285	Wildwise	Biotech	<p>The soft purple fungus called wildwise attaches itself to your vocal cords and extends fine filaments into portions of your brain. It allows you to communicate in a general sense with animals and with magical beasts with an Intelligence score of 1 or 2. You can attempt Diplomacy checks to influence such creatures as well as understand in very vague terms information they try to convey to you. The information they give you usually consists of simple concepts such as “danger,” “food,” or “that way.”</p>	2	500	Throat	CRB	212
286	Wraith Motes, Mk 1	Necrograft	<p>Wraith motes replace the recipient’s eyes with glowing red motes of fiery-red light, which smolder and produce thin trails of white smoke. Wraith motes allow the recipient to retain all her natural vision abilities, but they can also augment her vision for a number of minutes per day equal to the necrograft’s mark. They can be activated as a swift action, or they can be activated as a reaction whenever the recipient attempts a Perception check. They can be deactivated as a swift action. The wraith motes’ duration need not be used all at once, but it must be used in 1-minute increments.<br/>The vision granted by the wraith motes varies based on the model as follows. Higher-level models can be used to grant the vision options of lower-level version, but only a single benefit can be gained at a time. Mk 1 wraith motes grant low-light vision. Mk 2 wraith motes grant darkvision with a range of 60 feet. Mk 3 wraith motes grant the see in darkness universal creature ability (allowing the recipient to see perfectly in darkness of any kind, including magical darkness; see page 156 of the Starfinder Alien Archive). Mk 4 wraith motes grant the ability to see invisible creatures and objects (as per see invisibility). Mk 5 wraith motes allow the recipient to see into both the Ethereal Plane and Shadow Plane.</p>	1	200	Eyes	DS03	43
287	Wraith Motes, Mk 2	Necrograft	<p>Wraith motes replace the recipient’s eyes with glowing red motes of fiery-red light, which smolder and produce thin trails of white smoke. Wraith motes allow the recipient to retain all her natural vision abilities, but they can also augment her vision for a number of minutes per day equal to the necrograft’s mark. They can be activated as a swift action, or they can be activated as a reaction whenever the recipient attempts a Perception check. They can be deactivated as a swift action. The wraith motes’ duration need not be used all at once, but it must be used in 1-minute increments.<br/>The vision granted by the wraith motes varies based on the model as follows. Higher-level models can be used to grant the vision options of lower-level version, but only a single benefit can be gained at a time. Mk 1 wraith motes grant low-light vision. Mk 2 wraith motes grant darkvision with a range of 60 feet. Mk 3 wraith motes grant the see in darkness universal creature ability (allowing the recipient to see perfectly in darkness of any kind, including magical darkness; see page 156 of the Starfinder Alien Archive). Mk 4 wraith motes grant the ability to see invisible creatures and objects (as per see invisibility). Mk 5 wraith motes allow the recipient to see into both the Ethereal Plane and Shadow Plane.</p>	6	4000	Eyes	DS03	43
